date,time,feature,Label
2025-01-28,04:00:49,0,-5
2025-01-28,04:00:51,-5,-5
2025-01-28,04:00:53,-5,3
2025-01-28,04:00:55,3,6
2025-01-28,04:00:57,6,-10
2025-01-28,04:00:59,-10,-10
2025-01-28,04:01:01,-10,-10
2025-01-28,04:01:03,-10,0
2025-01-28,04:01:05,0,-1
2025-01-28,04:01:07,-1,-2
2025-01-28,04:01:09,-2,-2
2025-01-28,04:01:11,-2,6
2025-01-28,04:01:13,6,3
2025-01-28,04:01:15,3,6
2025-01-28,04:01:17,6,-5
2025-01-28,04:01:19,-5,-3
2025-01-28,04:01:21,-3,4
2025-01-28,04:01:23,4,4
2025-01-28,04:01:25,4,7
2025-01-28,04:01:27,7,7
2025-01-28,04:01:29,7,3
2025-01-28,04:01:31,3,0
2025-01-28,04:01:33,0,2
2025-01-28,04:01:35,2,8
2025-01-28,04:01:37,8,8
2025-01-28,04:01:39,8,-2
2025-01-28,04:01:41,-2,3
2025-01-28,04:01:43,3,7
2025-01-28,04:01:45,7,-2
2025-01-28,04:01:47,-2,-1
2025-01-28,04:01:50,-1,1
2025-01-28,04:01:52,1,0
2025-01-28,04:01:54,0,8
2025-01-28,04:01:56,8,10
2025-01-28,04:01:58,10,0
2025-01-28,04:02:00,0,-1
2025-01-28,04:02:02,-1,-4
2025-01-28,04:02:12,-4,-5
2025-01-28,04:02:14,-5,-8
2025-01-28,04:02:16,-8,-1
2025-01-28,04:02:18,-1,-1
2025-01-28,04:02:20,-1,-1
2025-01-28,04:02:22,-1,-9
2025-01-28,04:02:24,-9,-9
2025-01-28,04:02:26,-9,-1
2025-01-28,04:02:28,-1,-8
2025-01-28,04:02:30,-8,-6
2025-01-28,04:02:32,-6,2
2025-01-28,04:02:34,2,0
2025-01-28,04:02:36,0,5
2025-01-28,04:02:38,5,-5
2025-01-28,04:02:40,-5,9
2025-01-28,04:02:42,9,4
2025-01-28,04:02:44,4,7
2025-01-28,04:02:46,7,-4
2025-01-28,04:02:48,-4,6
2025-01-28,04:02:50,6,-10
2025-01-28,04:02:52,-10,-5
2025-01-28,04:02:54,-5,-5
2025-01-28,04:02:56,-5,-1
2025-01-28,04:02:59,-1,9
2025-01-28,04:03:01,9,-3
2025-01-28,04:03:03,-3,-8
2025-01-28,04:03:05,-8,-9
2025-01-28,04:03:07,-9,-3
2025-01-28,04:03:09,-3,-3
2025-01-28,04:03:11,-3,-1
2025-01-28,04:03:13,-1,0
2025-01-28,04:03:15,0,3
2025-01-28,04:03:17,3,4
2025-01-28,04:03:19,4,4
2025-01-28,04:03:21,4,-7
2025-01-28,04:03:24,-7,-7
2025-01-28,04:03:26,-7,7
2025-01-28,04:03:28,7,-9
2025-01-28,04:03:30,-9,4
2025-01-28,04:03:32,4,7
2025-01-28,04:03:34,7,-4
2025-01-28,04:03:36,-4,7
2025-01-28,04:03:38,7,-5
2025-01-28,04:03:40,-5,1
2025-01-28,04:03:42,1,8
2025-01-28,04:03:44,8,0
2025-01-28,04:03:46,0,0
2025-01-28,04:03:48,0,0
2025-01-28,04:03:50,0,-3
2025-01-28,04:03:52,-3,-6
2025-01-28,04:04:02,-6,1
2025-01-28,04:04:05,1,7
2025-01-28,04:04:07,7,-5
2025-01-28,04:04:09,-5,-5
2025-01-28,04:04:11,-5,-4
2025-01-28,04:04:13,-4,-4
2025-01-28,04:04:15,-4,5
2025-01-28,04:04:17,5,-8
2025-01-28,04:04:19,-8,4
2025-01-28,04:04:21,4,9
2025-01-28,04:04:23,9,5
2025-01-28,04:04:25,5,0
2025-01-28,04:04:27,0,3
2025-01-28,04:04:29,3,7
2025-01-28,04:04:31,7,-8
2025-01-28,04:04:33,-8,1
2025-01-28,04:04:35,1,0
2025-01-28,04:04:37,0,0
2025-01-28,04:04:39,0,0
2025-01-28,04:04:41,0,-5
2025-01-28,04:04:43,-5,-7
2025-01-28,04:04:45,-7,1
2025-01-28,04:04:47,1,1
2025-01-28,04:04:49,1,9
2025-01-28,04:04:51,9,-1
2025-01-28,04:04:53,-1,-9
2025-01-28,04:04:55,-9,3
2025-01-28,04:04:57,3,6
2025-01-28,04:04:59,6,6
2025-01-28,04:05:01,6,-9
2025-01-28,04:05:03,-9,-9
2025-01-28,04:05:05,-9,-7
2025-01-28,04:05:07,-7,-5
2025-01-28,04:05:10,-5,-4
2025-01-28,04:05:12,-4,1
2025-01-28,04:05:14,1,-5
2025-01-28,04:05:16,-5,-1
2025-01-28,04:05:18,-1,-1
2025-01-28,04:05:20,-1,-1
2025-01-28,04:05:22,-1,-1
2025-01-28,04:05:24,-1,-1
2025-01-28,04:05:26,-1,3
2025-01-28,04:05:28,3,5
2025-01-28,04:05:30,5,5
2025-01-28,04:05:32,5,9
2025-01-28,04:05:34,9,3
2025-01-28,04:05:36,3,-7
2025-01-28,04:05:38,-7,-7
2025-01-28,04:05:40,-7,4
2025-01-28,04:05:42,4,6
2025-01-28,04:05:52,6,7
2025-01-28,04:05:54,7,-6
2025-01-28,04:05:56,-6,10
2025-01-28,04:05:58,10,10
2025-01-28,04:06:00,10,7
2025-01-28,04:06:02,7,-8
2025-01-28,04:06:04,-8,8
2025-01-28,04:06:06,8,2
2025-01-28,04:06:08,2,9
2025-01-28,04:06:10,9,10
2025-01-28,04:06:12,10,5
2025-01-28,04:06:14,5,2
2025-01-28,04:06:16,2,-8
2025-01-28,04:06:18,-8,8
2025-01-28,04:06:20,8,1
2025-01-28,04:06:22,1,0
2025-01-28,04:06:24,0,-1
2025-01-28,04:06:26,-1,9
2025-01-28,04:06:28,9,10
2025-01-28,04:06:31,10,1
2025-01-28,04:06:33,1,-9
2025-01-28,04:06:35,-9,3
2025-01-28,04:06:37,3,0
2025-01-28,04:06:39,0,-7
2025-01-28,04:06:41,-7,4
2025-01-28,04:06:43,4,-9
2025-01-28,04:06:45,-9,2
2025-01-28,04:06:47,2,-7
2025-01-28,04:06:49,-7,4
2025-01-28,04:06:51,4,7
2025-01-28,04:06:53,7,2
2025-01-28,04:06:55,2,2
2025-01-28,04:06:57,2,-7
2025-01-28,04:06:59,-7,-5
2025-01-28,04:07:01,-5,1
2025-01-28,04:07:03,1,1
2025-01-28,04:07:05,1,-7
2025-01-28,04:07:07,-7,5
2025-01-28,04:07:09,5,-9
2025-01-28,04:07:11,-9,-9
2025-01-28,04:07:13,-9,-8
2025-01-28,04:07:15,-8,-6
2025-01-28,04:07:17,-6,-3
2025-01-28,04:07:19,-3,1
2025-01-28,04:07:21,1,0
2025-01-28,04:07:23,0,-8
2025-01-28,04:07:25,-8,-6
2025-01-28,04:07:27,-6,-4
2025-01-28,04:07:29,-4,-3
2025-01-28,04:07:31,-3,3
2025-01-28,04:07:41,3,0
2025-01-28,04:07:43,0,0
2025-01-28,04:07:45,0,-8
2025-01-28,04:07:47,-8,-9
2025-01-28,04:07:49,-9,-10
2025-01-28,04:07:51,-10,2
2025-01-28,04:07:53,2,-9
2025-01-28,04:07:56,-9,10
2025-01-28,04:07:58,10,2
2025-01-28,04:08:00,2,1
2025-01-28,04:08:02,1,0
2025-01-28,04:08:04,0,9
2025-01-28,04:08:06,9,8
2025-01-28,04:08:08,8,8
2025-01-28,04:08:10,8,9
2025-01-28,04:08:12,9,2
2025-01-28,04:08:14,2,2
2025-01-28,04:08:16,2,-6
2025-01-28,04:08:18,-6,-6
2025-01-28,04:08:20,-6,-2
2025-01-28,04:08:22,-2,0
2025-01-28,04:08:24,0,0
2025-01-28,04:08:26,0,-5
2025-01-28,04:08:28,-5,1
2025-01-28,04:08:30,1,0
2025-01-28,04:08:32,0,0
2025-01-28,04:08:34,0,9
2025-01-28,04:08:36,9,-7
2025-01-28,04:08:38,-7,10
2025-01-28,04:08:40,10,10
2025-01-28,04:08:42,10,-6
2025-01-28,04:08:44,-6,3
2025-01-28,04:08:46,3,3
2025-01-28,04:08:48,3,9
2025-01-28,04:08:50,9,-1
2025-01-28,04:08:52,-1,2
2025-01-28,04:08:54,2,9
2025-01-28,04:08:56,9,9
2025-01-28,04:08:58,9,7
2025-01-28,04:09:00,7,7
2025-01-28,04:09:02,7,5
2025-01-28,04:09:05,5,5
2025-01-28,04:09:07,5,-4
2025-01-28,04:09:09,-4,9
2025-01-28,04:09:11,9,9
2025-01-28,04:09:13,9,-4
2025-01-28,04:09:15,-4,5
2025-01-28,04:09:17,5,5
2025-01-28,04:09:19,5,-4
2025-01-28,04:09:21,-4,7
2025-01-28,04:09:31,7,1
2025-01-28,04:09:33,1,-4
2025-01-28,04:09:35,-4,2
2025-01-28,04:09:37,2,2
2025-01-28,04:09:39,2,-2
2025-01-28,04:09:41,-2,6
2025-01-28,04:09:43,6,6
2025-01-28,04:09:45,6,9
2025-01-28,04:09:47,9,5
2025-01-28,04:09:49,5,7
2025-01-28,04:09:51,7,-6
2025-01-28,04:09:53,-6,-3
2025-01-28,04:09:55,-3,5
2025-01-28,04:09:57,5,-9
2025-01-28,04:09:59,-9,-4
2025-01-28,04:10:01,-4,-1
2025-01-28,04:10:03,-1,-1
2025-01-28,04:10:06,-1,-7
2025-01-28,04:10:08,-7,7
2025-01-28,04:10:10,7,-9
2025-01-28,04:10:12,-9,-3
2025-01-28,04:10:14,-3,-3
2025-01-28,04:10:16,-3,-3
2025-01-28,04:10:18,-3,-9
2025-01-28,04:10:20,-9,-4
2025-01-28,04:10:22,-4,7
2025-01-28,04:10:24,7,-1
2025-01-28,04:10:26,-1,-5
2025-01-28,04:10:28,-5,0
2025-01-28,04:10:30,0,-6
2025-01-28,04:10:32,-6,-4
2025-01-28,04:10:34,-4,0
2025-01-28,04:10:36,0,-3
2025-01-28,04:10:38,-3,1
2025-01-28,04:10:40,1,3
2025-01-28,04:10:42,3,-4
2025-01-28,04:10:44,-4,9
2025-01-28,04:10:46,9,-7
2025-01-28,04:10:48,-7,2
2025-01-28,04:10:50,2,0
2025-01-28,04:10:52,0,-1
2025-01-28,04:10:54,-1,5
2025-01-28,04:10:56,5,-5
2025-01-28,04:10:58,-5,3
2025-01-28,04:11:00,3,3
2025-01-28,04:11:02,3,-8
2025-01-28,04:11:04,-8,-8
2025-01-28,04:11:06,-8,2
2025-01-28,04:11:08,2,6
2025-01-28,04:11:11,6,3
2025-01-28,04:11:20,3,-5
2025-01-28,04:11:22,-5,-8
2025-01-28,04:11:24,-8,-6
2025-01-28,04:11:27,-6,8
2025-01-28,04:11:29,8,-3
2025-01-28,04:11:31,-3,8
2025-01-28,04:11:33,8,-8
2025-01-28,04:11:35,-8,-3
2025-01-28,04:11:37,-3,-3
2025-01-28,04:11:39,-3,6
2025-01-28,04:11:41,6,6
2025-01-28,04:11:43,6,-2
2025-01-28,04:11:45,-2,-4
2025-01-28,04:11:47,-4,1
2025-01-28,04:11:49,1,0
2025-01-28,04:11:51,0,0
2025-01-28,04:11:53,0,9
2025-01-28,04:11:55,9,2
2025-01-28,04:11:57,2,5
2025-01-28,04:11:59,5,5
2025-01-28,04:12:01,5,3
2025-01-28,04:12:03,3,0
2025-01-28,04:12:05,0,7
2025-01-28,04:12:07,7,-1
2025-01-28,04:12:09,-1,5
2025-01-28,04:12:11,5,-2
2025-01-28,04:12:13,-2,-5
2025-01-28,04:12:15,-5,-3
2025-01-28,04:12:17,-3,7
2025-01-28,04:12:19,7,6
2025-01-28,04:12:21,6,-8
2025-01-28,04:12:23,-8,1
2025-01-28,04:12:25,1,8
2025-01-28,04:12:27,8,-5
2025-01-28,04:12:29,-5,8
2025-01-28,04:12:32,8,-7
2025-01-28,04:12:34,-7,9
2025-01-28,04:12:36,9,9
2025-01-28,04:12:38,9,10
2025-01-28,04:12:40,10,4
2025-01-28,04:12:42,4,5
2025-01-28,04:12:44,5,-7
2025-01-28,04:12:46,-7,-7
2025-01-28,04:12:48,-7,-10
2025-01-28,04:12:50,-10,-2
2025-01-28,04:12:52,-2,-7
2025-01-28,04:12:54,-7,-4
2025-01-28,04:12:56,-4,-8
2025-01-28,04:12:58,-8,-5
2025-01-28,04:13:00,-5,-9
2025-01-28,04:13:10,-9,-8
2025-01-28,04:13:12,-8,2
2025-01-28,04:13:14,2,2
2025-01-28,04:13:16,2,0
2025-01-28,04:13:18,0,0
2025-01-28,04:13:20,0,0
2025-01-28,04:13:22,0,8
2025-01-28,04:13:24,8,-6
2025-01-28,04:13:26,-6,1
2025-01-28,04:13:28,1,1
2025-01-28,04:13:30,1,9
2025-01-28,04:13:32,9,4
2025-01-28,04:13:34,4,-1
2025-01-28,04:13:36,-1,3
2025-01-28,04:13:38,3,-4
2025-01-28,04:13:40,-4,-4
2025-01-28,04:13:42,-4,3
2025-01-28,04:13:44,3,-2
2025-01-28,04:13:46,-2,-9
2025-01-28,04:13:48,-9,-10
2025-01-28,04:13:51,-10,-8
2025-01-28,04:13:53,-8,-8
2025-01-28,04:13:55,-8,2
2025-01-28,04:13:57,2,2
2025-01-28,04:13:59,2,5
2025-01-28,04:14:01,5,5
2025-01-28,04:14:03,5,3
2025-01-28,04:14:05,3,3
2025-01-28,04:14:07,3,0
2025-01-28,04:14:09,0,2
2025-01-28,04:14:11,2,-9
2025-01-28,04:14:13,-9,-9
2025-01-28,04:14:15,-9,6
2025-01-28,04:14:17,6,-1
2025-01-28,04:14:19,-1,-5
2025-01-28,04:14:21,-5,-5
2025-01-28,04:14:23,-5,9
2025-01-28,04:14:25,9,-5
2025-01-28,04:14:27,-5,3
2025-01-28,04:14:29,3,-8
2025-01-28,04:14:31,-8,8
2025-01-28,04:14:33,8,7
2025-01-28,04:14:35,7,-1
2025-01-28,04:14:37,-1,6
2025-01-28,04:14:39,6,9
2025-01-28,04:14:41,9,-9
2025-01-28,04:14:43,-9,-8
2025-01-28,04:14:45,-8,2
2025-01-28,04:14:47,2,0
2025-01-28,04:14:49,0,-5
2025-01-28,04:15:00,-5,-8
2025-01-28,04:15:02,-8,10
2025-01-28,04:15:04,10,-7
2025-01-28,04:15:06,-7,-9
2025-01-28,04:15:08,-9,-9
2025-01-28,04:15:10,-9,1
2025-01-28,04:15:12,1,-3
2025-01-28,04:15:14,-3,6
2025-01-28,04:15:16,6,4
2025-01-28,04:15:18,4,1
2025-01-28,04:15:20,1,-4
2025-01-28,04:15:22,-4,-2
2025-01-28,04:15:24,-2,-8
2025-01-28,04:15:26,-8,-9
2025-01-28,04:15:28,-9,-8
2025-01-28,04:15:30,-8,-8
2025-01-28,04:15:32,-8,-2
2025-01-28,04:15:34,-2,5
2025-01-28,04:15:36,5,-6
2025-01-28,04:15:38,-6,-8
2025-01-28,04:15:40,-8,-8
2025-01-28,04:15:42,-8,-8
2025-01-28,04:15:44,-8,-7
2025-01-28,04:15:46,-7,-7
2025-01-28,04:15:48,-7,7
2025-01-28,04:15:50,7,-1
2025-01-28,04:15:52,-1,4
2025-01-28,04:15:54,4,4
2025-01-28,04:15:56,4,-2
2025-01-28,04:15:58,-2,7
2025-01-28,04:16:00,7,7
